experiment_id,dataset,number_of_data,model,prompt_set,number_of_shots,temperature,max_tokens,batch_size,pad_token,pad_token_id,eos_token,eos_token_id,seed,device,accuracy,average_pvi_for_T,average_pvi_for_F,accuracy_for_pvi<1/5quantile,accuracy_for_pvi>4/5quantile,accuracy_for_pvi<1/2quantile,accuracy_for_pvi>1/2quantile
20230519_225144,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,gpt2,1a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.282,0.9177,0.4568,0.1363,0.6716,0.1651,0.3988
20230519_225506,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,gpt2,2a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.3593,1.6474,1.6009,0.2458,0.4573,0.3005,0.4182
20230519_225823,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,gpt2,2a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2807,-0.053,-0.3867,0.2099,0.4953,0.2305,0.3305
20230519_230143,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,gpt2,3a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.305,0.2275,0.4253,0.3954,0.2246,0.4288,0.1824
20230519_230501,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,gpt2,3a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2345,-0.0286,-0.5389,0.0651,0.3728,0.0907,0.3797
20230519_230826,pubmed/pubmed_causal_annotation_test_folds.csv,2446,gpt2,1a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.3271,0.0333,-0.305,0.0226,0.5389,0.0965,0.5576
20230519_231010,pubmed/pubmed_causal_annotation_test_folds.csv,2446,gpt2,1a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.267,0.4219,-0.5503,0.127,0.5876,0.1142,0.421
20230519_231030,boolq/dev.csv,3270,EleutherAI/gpt-neo-1.3B,2a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4651,0.6457,0.6521,0.4594,0.4257,0.4859,0.4443
20230519_231156,pubmed/pubmed_causal_annotation_test_folds.csv,2446,gpt2,2a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2772,0.1026,0.9079,0.5451,0.1575,0.4085,0.1472
20230519_231339,pubmed/pubmed_causal_annotation_test_folds.csv,2446,gpt2,2a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2727,0.7474,-0.5624,0.1187,0.6025,0.1179,0.4286
20230519_231503,boolq/dev.csv,3270,EleutherAI/gpt-neo-1.3B,2a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4884,0.0223,-0.0391,0.4074,0.559,0.4514,0.5254
20230519_231523,pubmed/pubmed_causal_annotation_test_folds.csv,2446,gpt2,3a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2735,0.1144,0.8812,0.5184,0.1575,0.3987,0.1494
20230519_231707,pubmed/pubmed_causal_annotation_test_folds.csv,2446,gpt2,3a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2224,0.4315,0.3365,0.2065,0.4218,0.1316,0.3132
20230519_232053,boolq/dev.csv,3270,EleutherAI/gpt-neo-1.3B,3a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4266,0.1694,-0.2077,0.298,0.5994,0.3317,0.5205
20230519_232224,boolq/dev.csv,3270,EleutherAI/gpt-neo-1.3B,1a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4128,0.3703,-0.5238,0.2062,0.706,0.2515,0.5747
20230519_232531,boolq/dev.csv,3270,EleutherAI/gpt-neo-1.3B,3a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4792,0.0997,0.1437,0.5399,0.4754,0.522,0.4364
20230519_232705,boolq/dev.csv,3270,EleutherAI/gpt-neo-1.3B,1a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4535,0.0274,-0.0364,0.2638,0.6086,0.3017,0.6065
20230519_233045,rte/dev.csv,277,EleutherAI/gpt-neo-1.3B,2a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.426,0.7021,0.6165,0.2545,0.5714,0.2971,0.558
20230519_233108,rte/dev.csv,277,EleutherAI/gpt-neo-1.3B,2a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.426,0.0633,0.2856,0.5357,0.2679,0.558,0.2899
20230519_233132,rte/dev.csv,277,EleutherAI/gpt-neo-1.3B,3a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.444,0.4021,-0.0939,0.2857,0.625,0.3333,0.558
20230519_233154,rte/dev.csv,277,EleutherAI/gpt-neo-1.3B,3a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.444,0.0771,0.1066,0.4107,0.4464,0.4891,0.3986
20230519_233219,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-neo-1.3B,2a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2839,0.0626,-0.1237,0.1985,0.306,0.2115,0.3562
20230519_233327,rte/dev.csv,277,EleutherAI/gpt-neo-1.3B,1a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.426,0.681,0.6461,0.3091,0.5536,0.3577,0.4928
20230519_233350,rte/dev.csv,277,EleutherAI/gpt-neo-1.3B,1a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4368,0.0501,-0.0328,0.2407,0.625,0.2754,0.5942
20230519_233413,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-neo-1.3B,1a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2991,0.165,-0.2252,0.2101,0.3204,0.2292,0.3688
20230519_233858,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-neo-1.3B,2a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.3326,-0.0647,-0.0231,0.2957,0.2602,0.323,0.3437
20230519_234051,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-neo-1.3B,1a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2912,0.2121,0.1527,0.2006,0.3236,0.2249,0.3582
20230519_234549,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-neo-1.3B,3a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2705,0.0718,-0.487,0.1484,0.3644,0.1577,0.3843
20230519_234741,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-neo-1.3B,1a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2702,0.1378,0.1642,0.2305,0.2188,0.2639,0.2776
20230519_235104,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-neo-1.3B,1a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2494,0.1416,0.0937,0.2177,0.2413,0.2396,0.2592
20230519_235227,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-neo-1.3B,3a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2611,0.0342,-0.0726,0.1634,0.4187,0.1621,0.3601
20230519_235620,boolq/dev.csv,3270,EleutherAI/gpt-neo-2.7B,1a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4483,0.0657,-0.1226,0.3063,0.659,0.3317,0.5652
20230519_235914,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-neo-1.3B,2a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2294,-0.0128,-0.1507,0.1564,0.2479,0.1897,0.2692
20230520_000240,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-neo-1.3B,2a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2408,-0.0487,-0.1137,0.1897,0.252,0.2259,0.2555
20230520_000306,boolq/dev.csv,3270,EleutherAI/gpt-neo-2.7B,1a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.489,0.5311,0.6883,0.5245,0.5299,0.5119,0.4661
20230520_000622,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-neo-1.3B,3a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2212,-0.0178,-0.2004,0.1391,0.2336,0.1756,0.2664
20230520_000944,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-neo-1.3B,3a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2101,-0.063,-0.2881,0.1025,0.3067,0.1336,0.2865
20230520_001238,rte/dev.csv,277,EleutherAI/gpt-neo-2.7B,1a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.426,2.1079,2.0763,0.375,0.4286,0.3986,0.4493
20230520_001307,rte/dev.csv,277,EleutherAI/gpt-neo-2.7B,1a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4404,0.0336,0.0204,0.3929,0.3929,0.413,0.4638
20230520_001340,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-neo-2.7B,1a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2968,0.1579,-0.2828,0.2023,0.4107,0.2263,0.3684
20230520_001455,boolq/dev.csv,3270,EleutherAI/gpt-neo-2.7B,2a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.478,2.0917,1.8627,0.3846,0.63,0.3985,0.5566
20230520_002050,boolq/dev.csv,3270,EleutherAI/gpt-neo-2.7B,2a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4963,0.0135,-0.0443,0.3859,0.5813,0.4525,0.5404
20230520_002226,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-neo-2.7B,1a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.3094,0.1472,0.0965,0.2319,0.3351,0.2573,0.3618
20230520_002919,boolq/dev.csv,3270,EleutherAI/gpt-neo-2.7B,3a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4596,0.059,-0.0718,0.3729,0.6089,0.3689,0.5514
20230520_003203,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-neo-2.7B,1a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.24,0.6541,0.1911,0.1455,0.3264,0.163,0.3164
20230520_003535,boolq/dev.csv,3270,EleutherAI/gpt-neo-2.7B,3a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4761,0.4048,0.7238,0.578,0.4343,0.5521,0.3996
20230520_003639,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-neo-2.7B,1a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2461,0.5055,0.0227,0.1619,0.3574,0.1758,0.3164
20230520_004314,rte/dev.csv,277,EleutherAI/gpt-neo-2.7B,2a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4368,2.1506,2.0388,0.3273,0.5179,0.3768,0.4928
20230520_004343,rte/dev.csv,277,EleutherAI/gpt-neo-2.7B,2a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4404,0.7679,0.5519,0.3571,0.4643,0.3841,0.4928
20230520_004416,rte/dev.csv,277,EleutherAI/gpt-neo-2.7B,3a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4657,0.1217,-0.0499,0.3036,0.5714,0.3623,0.5725
20230520_004447,rte/dev.csv,277,EleutherAI/gpt-neo-2.7B,3a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4404,0.3829,0.4996,0.4821,0.5,0.4783,0.4058
20230520_004512,boolq/dev.csv,3270,EleutherAI/gpt-j-6b,1a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.5037,0.0545,0.1046,0.4817,0.4725,0.5266,0.4807
20230520_004530,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-neo-2.7B,2a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2876,0.1698,0.0056,0.2167,0.3473,0.2265,0.3487
20230520_005406,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-neo-2.7B,2a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.3338,0.0627,0.0161,0.2806,0.3169,0.3124,0.3554
20230520_005522,boolq/dev.csv,3270,EleutherAI/gpt-j-6b,1a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.493,0.127,0.0812,0.4297,0.5765,0.444,0.5419
20230520_010330,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-neo-2.7B,3a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2949,0.3591,0.3001,0.4233,0.3298,0.3241,0.2658
20230520_011124,rte/dev.csv,277,EleutherAI/gpt-j-6b,1a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4513,0.2871,0.3336,0.5179,0.4464,0.4638,0.4348
20230520_011208,rte/dev.csv,277,EleutherAI/gpt-j-6b,1a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4585,0.1405,0.0299,0.4107,0.5536,0.4058,0.5072
20230520_011228,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-neo-2.7B,3a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2439,-0.0391,-0.252,0.1239,0.4726,0.1288,0.3596
20230520_011257,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-j-6b,1a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.3052,0.0119,-0.2807,0.2497,0.466,0.2592,0.3512
20230520_012134,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-neo-2.7B,2a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2371,0.1409,0.0675,0.1684,0.2577,0.193,0.2813
20230520_012528,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-j-6b,1a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2786,0.0346,-0.1084,0.2309,0.4159,0.237,0.3202
20230520_012600,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-neo-2.7B,2a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2461,-0.0712,-0.1218,0.1914,0.2428,0.2197,0.2707
20230520_013114,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-neo-2.7B,3a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.222,0.1382,-0.032,0.1408,0.2664,0.1586,0.2854
20230520_013546,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-neo-2.7B,3a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2179,-0.0281,-0.1503,0.107,0.2986,0.1415,0.2944
20230520_013947,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-j-6b,1a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2195,0.0219,-0.1831,0.1759,0.2965,0.1856,0.2535
20230520_014414,boolq/dev.csv,3270,EleutherAI/gpt-j-6b,2a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.5086,0.1602,0.2843,0.5153,0.4098,0.5621,0.455
20230520_014633,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-j-6b,1a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.22,-0.0269,-0.2077,0.1718,0.3108,0.1897,0.2502
20230520_015304,boolq/dev.csv,3270,EleutherAI/gpt-j-6b,2a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.5147,0.0241,0.0452,0.4618,0.4893,0.5315,0.4979
20230520_015712,boolq/dev.csv,3270,togethercomputer/GPT-JT-6B-v1,1a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.5291,0.0237,0.2074,0.5336,0.4373,0.5908,0.4673
20230520_020542,boolq/dev.csv,3270,EleutherAI/gpt-j-6b,3a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.5089,0.0533,0.1054,0.4908,0.4725,0.5303,0.4875
20230520_020713,boolq/dev.csv,3270,togethercomputer/GPT-JT-6B-v1,1a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.5358,0.2128,-0.0493,0.344,0.7187,0.4116,0.6599
20230520_021527,boolq/dev.csv,3270,EleutherAI/gpt-j-6b,3a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4939,0.0699,0.0758,0.5138,0.5183,0.5034,0.4844
20230520_022303,rte/dev.csv,277,togethercomputer/GPT-JT-6B-v1,1a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4693,0.371,0.3119,0.3571,0.6786,0.4203,0.5145
20230520_022346,rte/dev.csv,277,togethercomputer/GPT-JT-6B-v1,1a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4585,0.0335,0.0402,0.4643,0.4107,0.4565,0.4565
20230520_022433,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,togethercomputer/GPT-JT-6B-v1,1a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.3058,0.3013,-0.4651,0.139,0.4389,0.1957,0.416
20230520_022655,rte/dev.csv,277,EleutherAI/gpt-j-6b,2a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4404,0.2285,0.3591,0.5,0.3571,0.5217,0.3551
20230520_022739,rte/dev.csv,277,EleutherAI/gpt-j-6b,2a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4368,0.0611,0.0899,0.3214,0.3929,0.4855,0.3841
20230520_022828,rte/dev.csv,277,EleutherAI/gpt-j-6b,3a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4332,0.0898,0.1798,0.5536,0.375,0.5072,0.3551
20230520_022913,rte/dev.csv,277,EleutherAI/gpt-j-6b,3a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4693,0.0434,0.0525,0.5,0.4107,0.4928,0.4493
20230520_023005,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-j-6b,2a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.3219,0.1973,0.0676,0.302,0.4242,0.2893,0.3545
20230520_023652,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,togethercomputer/GPT-JT-6B-v1,1a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2849,0.0555,-0.4821,0.093,0.4744,0.1509,0.4189
20230520_024217,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-j-6b,2a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.338,-0.0622,-0.0375,0.3448,0.3333,0.3574,0.3186
20230520_025048,pubmed/pubmed_causal_annotation_test_folds.csv,2446,togethercomputer/GPT-JT-6B-v1,1a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.1958,0.1137,-0.4923,0.0511,0.3681,0.0842,0.3074
20230520_025602,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-j-6b,3a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2949,0.2061,-0.1042,0.2215,0.4462,0.2471,0.3428
20230520_025718,pubmed/pubmed_causal_annotation_test_folds.csv,2446,togethercomputer/GPT-JT-6B-v1,1a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.1877,0.6421,-0.6001,0.0634,0.3415,0.0957,0.2796
20230520_030815,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,EleutherAI/gpt-j-6b,3a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2809,0.1826,0.1718,0.2999,0.3866,0.2584,0.3035
20230520_032146,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-j-6b,2a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2208,0.0708,0.005,0.229,0.2883,0.2069,0.2347
20230520_032810,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-j-6b,2a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.242,-0.1132,-0.184,0.2536,0.2802,0.2437,0.2404
20230520_033558,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-j-6b,3a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2277,0.0791,0.044,0.2474,0.2924,0.215,0.2404
20230520_034224,pubmed/pubmed_causal_annotation_test_folds.csv,2446,EleutherAI/gpt-j-6b,3a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2089,0.0212,-0.0297,0.2065,0.3252,0.1783,0.2396
20230520_035251,boolq/dev.csv,3270,togethercomputer/GPT-JT-6B-v1,2a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.492,0.2965,0.2254,0.3379,0.6315,0.4122,0.5719
20230520_040137,boolq/dev.csv,3270,togethercomputer/GPT-JT-6B-v1,2a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.5321,0.0587,-0.0282,0.3578,0.6988,0.433,0.6312
20230520_041400,boolq/dev.csv,3270,togethercomputer/GPT-JT-6B-v1,3a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.5064,0.0167,0.1624,0.4924,0.448,0.5401,0.4728
20230520_042328,boolq/dev.csv,3270,togethercomputer/GPT-JT-6B-v1,3a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.5269,0.1685,0.0058,0.3639,0.6743,0.4318,0.622
20230520_043432,rte/dev.csv,277,togethercomputer/GPT-JT-6B-v1,2a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4801,0.3911,0.2435,0.3214,0.75,0.3333,0.6304
20230520_043516,rte/dev.csv,277,togethercomputer/GPT-JT-6B-v1,2a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4693,0.3227,0.4635,0.3571,0.4286,0.5145,0.4203
20230520_043604,rte/dev.csv,277,togethercomputer/GPT-JT-6B-v1,3a,2,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4621,0.1419,0.3196,0.5357,0.3036,0.529,0.3913
20230520_043650,rte/dev.csv,277,togethercomputer/GPT-JT-6B-v1,3a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.4513,0.0741,0.0379,0.4286,0.5714,0.4203,0.4855
20230520_043742,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,togethercomputer/GPT-JT-6B-v1,2a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2834,0.1138,-0.5193,0.116,0.5026,0.1668,0.4001
20230520_044948,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,togethercomputer/GPT-JT-6B-v1,2a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2993,0.0818,-0.4619,0.1411,0.4702,0.1969,0.4018
20230520_050324,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,togethercomputer/GPT-JT-6B-v1,3a,3,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2732,0.3464,-0.3945,0.1003,0.4775,0.1442,0.4022
20230520_051535,advice/health_advice_sturctured_abs_annotation_test_folds.csv,4784,togethercomputer/GPT-JT-6B-v1,3a,6,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2745,0.1107,-0.1727,0.0982,0.4336,0.1668,0.3821
20230520_052913,pubmed/pubmed_causal_annotation_test_folds.csv,2446,togethercomputer/GPT-JT-6B-v1,2a,4,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2339,0.0617,-0.3009,0.0818,0.3129,0.1325,0.3352
20230520_053538,pubmed/pubmed_causal_annotation_test_folds.csv,2446,togethercomputer/GPT-JT-6B-v1,2a,8,0.8,2,None,<|endoftext|>,50256,\n,198,2266,NVIDIA A100-PCIE-40GB,0.2486,-0.0901,-0.3698,0.1186,0.2781,0.1783,0.3189
